state,county,candidate,party,total_votes,won
Vermont,St. Albans Town,Alyson Kennedy,SWP,3,FALSE
Vermont,St. Albans Town,Gary Swing,BFP,3,FALSE
Vermont,St. Albans Town,Richard Duncan,IND,2,FALSE
Vermont,St. Albans Town,Brock Pierce,IND,2,FALSE
Vermont,St. Albans Town,Don Blankenship,CST,1,FALSE
Vermont,St. Albans Town,Rocky De La Fuente,ALI,1,FALSE
Vermont,St. Albans Town,Phil Collins,PRO,0,FALSE
Vermont,St. Albans Town,Blake Huber,APV,0,FALSE
Vermont,St. Albans Town,Kyle Kopitke,IAP,0,FALSE
Vermont,St. Albans Town,Gloria La Riva,PSL,0,FALSE
Vermont,St. Albans Town,Keith McCormic,BMP,0,FALSE
Vermont,St. Albans Town,Zachary Scalf,IND,0,FALSE
Vermont,St. Albans Town,Jerome Segal,BAR,0,FALSE
Vermont,St. George,Joe Biden,DEM,310,TRUE
Vermont,St. George,Donald Trump,REP,131,FALSE
Vermont,St. George,Jo Jorgensen,LIB,6,FALSE
Vermont,St. George, Write-ins,WRI,3,FALSE
Vermont,St. George,Kanye West,IND,2,FALSE
Vermont,St. George,Rocky De La Fuente,ALI,1,FALSE
Vermont,St. George,Don Blankenship,CST,0,FALSE
Vermont,St. George,Brian Carroll,ASP,0,FALSE
Vermont,St. George,Phil Collins,PRO,0,FALSE
Vermont,St. George,Richard Duncan,IND,0,FALSE
Vermont,St. George,Howie Hawkins,GRN,0,FALSE
Vermont,St. George,Blake Huber,APV,0,FALSE
Vermont,St. George,Alyson Kennedy,SWP,0,FALSE
Vermont,St. George,Kyle Kopitke,IAP,0,FALSE
Vermont,St. George,Christopher LaFontaine,IND,0,FALSE
Vermont,St. George,Gloria La Riva,PSL,0,FALSE
Vermont,St. George,Keith McCormic,BMP,0,FALSE
Vermont,St. George,Brooke Paige,GOP,0,FALSE
Vermont,St. George,Brock Pierce,IND,0,FALSE
Vermont,St. George,Zachary Scalf,IND,0,FALSE
Vermont,St. George,Jerome Segal,BAR,0,FALSE
Vermont,St. George,Gary Swing,BFP,0,FALSE
Vermont,St. Johnsbury,Joe Biden,DEM,2034,TRUE
Vermont,St. Johnsbury,Donald Trump,REP,1218,FALSE
Vermont,St. Johnsbury,Jo Jorgensen,LIB,41,FALSE
Vermont,St. Johnsbury,Brooke Paige,GOP,15,FALSE
Vermont,St. Johnsbury,Kanye West,IND,14,FALSE
Vermont,St. Johnsbury, Write-ins,WRI,13,FALSE
Vermont,St. Johnsbury,Howie Hawkins,GRN,12,FALSE
Vermont,St. Johnsbury,Christopher LaFontaine,IND,8,FALSE
Vermont,St. Johnsbury,Brian Carroll,ASP,4,FALSE
Vermont,St. Johnsbury,Phil Collins,PRO,4,FALSE
Vermont,St. Johnsbury,Don Blankenship,CST,3,FALSE
Vermont,St. Johnsbury,Richard Duncan,IND,3,FALSE
Vermont,St. Johnsbury,Kyle Kopitke,IAP,2,FALSE
Vermont,St. Johnsbury,Jerome Segal,BAR,2,FALSE
Vermont,St. Johnsbury,Blake Huber,APV,1,FALSE
Vermont,St. Johnsbury,Gloria La Riva,PSL,1,FALSE
Vermont,St. Johnsbury,Zachary Scalf,IND,1,FALSE
Vermont,St. Johnsbury,Gary Swing,BFP,1,FALSE
Vermont,St. Johnsbury,Rocky De La Fuente,ALI,0,FALSE
Vermont,St. Johnsbury,Alyson Kennedy,SWP,0,FALSE
Vermont,St. Johnsbury,Keith McCormic,BMP,0,FALSE
Vermont,St. Johnsbury,Brock Pierce,IND,0,FALSE
Vermont,Salisbury,Joe Biden,DEM,393,TRUE
Vermont,Salisbury,Donald Trump,REP,258,FALSE
Vermont,Salisbury,Jo Jorgensen,LIB,8,FALSE
Vermont,Salisbury,Christopher LaFontaine,IND,4,FALSE
Vermont,Salisbury, Write-ins,WRI,3,FALSE
Vermont,Salisbury,Richard Duncan,IND,2,FALSE
Vermont,Salisbury,Brooke Paige,GOP,2,FALSE
Vermont,Salisbury,Don Blankenship,CST,1,FALSE
Vermont,Salisbury,Kyle Kopitke,IAP,1,FALSE
Vermont,Salisbury,Gloria La Riva,PSL,1,FALSE
Vermont,Salisbury,Keith McCormic,BMP,1,FALSE
Vermont,Salisbury,Brock Pierce,IND,1,FALSE
Vermont,Salisbury,Kanye West,IND,1,FALSE
Vermont,Salisbury,Brian Carroll,ASP,0,FALSE
Vermont,Salisbury,Phil Collins,PRO,0,FALSE
Vermont,Salisbury,Rocky De La Fuente,ALI,0,FALSE
Vermont,Salisbury,Howie Hawkins,GRN,0,FALSE
Vermont,Salisbury,Blake Huber,APV,0,FALSE
Vermont,Salisbury,Alyson Kennedy,SWP,0,FALSE
Vermont,Salisbury,Zachary Scalf,IND,0,FALSE
Vermont,Salisbury,Jerome Segal,BAR,0,FALSE
Vermont,Salisbury,Gary Swing,BFP,0,FALSE
Vermont,Sandgate,Joe Biden,DEM,147,TRUE
Vermont,Sandgate,Donald Trump,REP,96,FALSE
Vermont,Sandgate,Jo Jorgensen,LIB,4,FALSE
Vermont,Sandgate, Write-ins,WRI,3,FALSE
Vermont,Sandgate,Phil Collins,PRO,1,FALSE
Vermont,Sandgate,Gloria La Riva,PSL,1,FALSE
Vermont,Sandgate,Brooke Paige,GOP,1,FALSE
Vermont,Sandgate,Don Blankenship,CST,0,FALSE
Vermont,Sandgate,Brian Carroll,ASP,0,FALSE
Vermont,Sandgate,Rocky De La Fuente,ALI,0,FALSE
Vermont,Sandgate,Richard Duncan,IND,0,FALSE
Vermont,Sandgate,Howie Hawkins,GRN,0,FALSE
Vermont,Sandgate,Blake Huber,APV,0,FALSE
Vermont,Sandgate,Alyson Kennedy,SWP,0,FALSE
Vermont,Sandgate,Kyle Kopitke,IAP,0,FALSE
Vermont,Sandgate,Christopher LaFontaine,IND,0,FALSE
Vermont,Sandgate,Keith McCormic,BMP,0,FALSE
Vermont,Sandgate,Brock Pierce,IND,0,FALSE
Vermont,Sandgate,Zachary Scalf,IND,0,FALSE
Vermont,Sandgate,Jerome Segal,BAR,0,FALSE
Vermont,Sandgate,Gary Swing,BFP,0,FALSE
Vermont,Sandgate,Kanye West,IND,0,FALSE
Vermont,Searsburg,Donald Trump,REP,36,TRUE
Vermont,Searsburg,Joe Biden,DEM,28,FALSE
Vermont,Searsburg,Don Blankenship,CST,0,FALSE
Vermont,Searsburg,Brian Carroll,ASP,0,FALSE
Vermont,Searsburg,Phil Collins,PRO,0,FALSE
Vermont,Searsburg,Rocky De La Fuente,ALI,0,FALSE
Vermont,Searsburg,Richard Duncan,IND,0,FALSE
Vermont,Searsburg,Howie Hawkins,GRN,0,FALSE
Vermont,Searsburg,Blake Huber,APV,0,FALSE
Vermont,Searsburg,Jo Jorgensen,LIB,0,FALSE
Vermont,Searsburg,Alyson Kennedy,SWP,0,FALSE
Vermont,Searsburg,Kyle Kopitke,IAP,0,FALSE
Vermont,Searsburg,Christopher LaFontaine,IND,0,FALSE
Vermont,Searsburg,Gloria La Riva,PSL,0,FALSE
Vermont,Searsburg,Keith McCormic,BMP,0,FALSE
Vermont,Searsburg,Brooke Paige,GOP,0,FALSE
Vermont,Searsburg,Brock Pierce,IND,0,FALSE
Vermont,Searsburg,Zachary Scalf,IND,0,FALSE
Vermont,Searsburg,Jerome Segal,BAR,0,FALSE
Vermont,Searsburg,Gary Swing,BFP,0,FALSE
Vermont,Searsburg,Kanye West,IND,0,FALSE
Vermont,Searsburg, Write-ins,WRI,0,FALSE
Vermont,Shaftsbury,Joe Biden,DEM,1346,TRUE
Vermont,Shaftsbury,Donald Trump,REP,818,FALSE
Vermont,Shaftsbury,Jo Jorgensen,LIB,19,FALSE
Vermont,Shaftsbury,Kanye West,IND,11,FALSE
Vermont,Shaftsbury,Brooke Paige,GOP,8,FALSE
Vermont,Shaftsbury,Howie Hawkins,GRN,7,FALSE
Vermont,Shaftsbury,Christopher LaFontaine,IND,7,FALSE
Vermont,Shaftsbury, Write-ins,WRI,4,FALSE
Vermont,Shaftsbury,Don Blankenship,CST,1,FALSE
Vermont,Shaftsbury,Phil Collins,PRO,1,FALSE
Vermont,Shaftsbury,Richard Duncan,IND,1,FALSE
Vermont,Shaftsbury,Alyson Kennedy,SWP,1,FALSE
Vermont,Shaftsbury,Gary Swing,BFP,1,FALSE
Vermont,Shaftsbury,Brian Carroll,ASP,0,FALSE
Vermont,Shaftsbury,Rocky De La Fuente,ALI,0,FALSE
Vermont,Shaftsbury,Blake Huber,APV,0,FALSE
Vermont,Shaftsbury,Kyle Kopitke,IAP,0,FALSE
Vermont,Shaftsbury,Gloria La Riva,PSL,0,FALSE
Vermont,Shaftsbury,Keith McCormic,BMP,0,FALSE
Vermont,Shaftsbury,Brock Pierce,IND,0,FALSE
Vermont,Shaftsbury,Zachary Scalf,IND,0,FALSE
Vermont,Shaftsbury,Jerome Segal,BAR,0,FALSE
Vermont,Sharon,Joe Biden,DEM,585,TRUE
Vermont,Sharon,Donald Trump,REP,278,FALSE
Vermont,Sharon,Jo Jorgensen,LIB,10,FALSE
Vermont,Sharon,Howie Hawkins,GRN,7,FALSE
Vermont,Sharon, Write-ins,WRI,6,FALSE
Vermont,Sharon,Phil Collins,PRO,2,FALSE
Vermont,Sharon,Blake Huber,APV,2,FALSE
Vermont,Sharon,Kanye West,IND,2,FALSE
Vermont,Sharon,Christopher LaFontaine,IND,1,FALSE
Vermont,Sharon,Gloria La Riva,PSL,1,FALSE
Vermont,Sharon,Don Blankenship,CST,0,FALSE
Vermont,Sharon,Brian Carroll,ASP,0,FALSE
Vermont,Sharon,Rocky De La Fuente,ALI,0,FALSE
Vermont,Sharon,Richard Duncan,IND,0,FALSE
Vermont,Sharon,Alyson Kennedy,SWP,0,FALSE
Vermont,Sharon,Kyle Kopitke,IAP,0,FALSE
Vermont,Sharon,Keith McCormic,BMP,0,FALSE
Vermont,Sharon,Brooke Paige,GOP,0,FALSE
Vermont,Sharon,Brock Pierce,IND,0,FALSE
Vermont,Sharon,Zachary Scalf,IND,0,FALSE
Vermont,Sharon,Jerome Segal,BAR,0,FALSE
Vermont,Sharon,Gary Swing,BFP,0,FALSE
Vermont,Sheffield,Joe Biden,DEM,197,TRUE
Vermont,Sheffield,Donald Trump,REP,163,FALSE
Vermont,Sheffield,Jo Jorgensen,LIB,5,FALSE
Vermont,Sheffield,Brooke Paige,GOP,4,FALSE
Vermont,Sheffield,Christopher LaFontaine,IND,2,FALSE
Vermont,Sheffield,Kanye West,IND,2,FALSE
Vermont,Sheffield,Howie Hawkins,GRN,1,FALSE
Vermont,Sheffield,Don Blankenship,CST,0,FALSE
Vermont,Sheffield,Brian Carroll,ASP,0,FALSE
Vermont,Sheffield,Phil Collins,PRO,0,FALSE
Vermont,Sheffield,Rocky De La Fuente,ALI,0,FALSE
Vermont,Sheffield,Richard Duncan,IND,0,FALSE
Vermont,Sheffield,Blake Huber,APV,0,FALSE
Vermont,Sheffield,Alyson Kennedy,SWP,0,FALSE
Vermont,Sheffield,Kyle Kopitke,IAP,0,FALSE
Vermont,Sheffield,Gloria La Riva,PSL,0,FALSE
Vermont,Sheffield,Keith McCormic,BMP,0,FALSE
Vermont,Sheffield,Brock Pierce,IND,0,FALSE
Vermont,Sheffield,Zachary Scalf,IND,0,FALSE
Vermont,Sheffield,Jerome Segal,BAR,0,FALSE
Vermont,Sheffield,Gary Swing,BFP,0,FALSE
Vermont,Sheffield, Write-ins,WRI,0,FALSE
Vermont,Berkshire,Donald Trump,REP,402,TRUE
Vermont,Berkshire,Joe Biden,DEM,284,FALSE
Vermont,Berkshire,Jo Jorgensen,LIB,9,FALSE
Vermont,Berkshire,Kanye West,IND,5,FALSE
Vermont,Berkshire, Write-ins,WRI,3,FALSE
Vermont,Berkshire,Christopher LaFontaine,IND,2,FALSE
Vermont,Berkshire,Brooke Paige,GOP,2,FALSE
Vermont,Berkshire,Don Blankenship,CST,1,FALSE
Vermont,Berkshire,Phil Collins,PRO,1,FALSE
Vermont,Berkshire,Richard Duncan,IND,1,FALSE
Vermont,Berkshire,Jerome Segal,BAR,1,FALSE
Vermont,Berkshire,Brian Carroll,ASP,0,FALSE
Vermont,Berkshire,Rocky De La Fuente,ALI,0,FALSE
Vermont,Berkshire,Howie Hawkins,GRN,0,FALSE
Vermont,Berkshire,Blake Huber,APV,0,FALSE
Vermont,Berkshire,Alyson Kennedy,SWP,0,FALSE
Vermont,Berkshire,Kyle Kopitke,IAP,0,FALSE
Vermont,Berkshire,Gloria La Riva,PSL,0,FALSE
Vermont,Berkshire,Keith McCormic,BMP,0,FALSE
Vermont,Berkshire,Brock Pierce,IND,0,FALSE
Vermont,Berkshire,Zachary Scalf,IND,0,FALSE
Vermont,Berkshire,Gary Swing,BFP,0,FALSE
Vermont,Shelburne,Joe Biden,DEM,4358,TRUE
Vermont,Shelburne,Donald Trump,REP,953,FALSE
Vermont,Shelburne, Write-ins,WRI,38,FALSE
Vermont,Shelburne,Jo Jorgensen,LIB,25,FALSE
Vermont,Shelburne,Kanye West,IND,11,FALSE
Vermont,Shelburne,Howie Hawkins,GRN,9,FALSE
Vermont,Shelburne,Brooke Paige,GOP,9,FALSE
Vermont,Shelburne,Christopher LaFontaine,IND,6,FALSE
Vermont,Shelburne,Richard Duncan,IND,3,FALSE
Vermont,Shelburne,Keith McCormic,BMP,2,FALSE
Vermont,Shelburne,Brian Carroll,ASP,1,FALSE
Vermont,Shelburne,Phil Collins,PRO,1,FALSE
Vermont,Shelburne,Gloria La Riva,PSL,1,FALSE
Vermont,Shelburne,Brock Pierce,IND,1,FALSE
Vermont,Shelburne,Gary Swing,BFP,1,FALSE
Vermont,Shelburne,Don Blankenship,CST,0,FALSE
Vermont,Shelburne,Rocky De La Fuente,ALI,0,FALSE
Vermont,Shelburne,Blake Huber,APV,0,FALSE
Vermont,Shelburne,Alyson Kennedy,SWP,0,FALSE
Vermont,Shelburne,Kyle Kopitke,IAP,0,FALSE
Vermont,Shelburne,Zachary Scalf,IND,0,FALSE
Vermont,Shelburne,Jerome Segal,BAR,0,FALSE
Vermont,Sheldon,Donald Trump,REP,532,TRUE
Vermont,Sheldon,Joe Biden,DEM,435,FALSE
Vermont,Sheldon,Jo Jorgensen,LIB,21,FALSE
Vermont,Sheldon, Write-ins,WRI,9,FALSE
Vermont,Sheldon,Christopher LaFontaine,IND,4,FALSE
Vermont,Sheldon,Kanye West,IND,4,FALSE
Vermont,Sheldon,Brooke Paige,GOP,3,FALSE
Vermont,Sheldon,Phil Collins,PRO,2,FALSE
Vermont,Sheldon,Howie Hawkins,GRN,2,FALSE
Vermont,Sheldon,Don Blankenship,CST,1,FALSE
Vermont,Sheldon,Kyle Kopitke,IAP,1,FALSE
Vermont,Sheldon,Gloria La Riva,PSL,1,FALSE
Vermont,Sheldon,Brian Carroll,ASP,0,FALSE
Vermont,Sheldon,Rocky De La Fuente,ALI,0,FALSE
Vermont,Sheldon,Richard Duncan,IND,0,FALSE
Vermont,Sheldon,Blake Huber,APV,0,FALSE
Vermont,Sheldon,Alyson Kennedy,SWP,0,FALSE
Vermont,Sheldon,Keith McCormic,BMP,0,FALSE
Vermont,Sheldon,Brock Pierce,IND,0,FALSE
Vermont,Sheldon,Zachary Scalf,IND,0,FALSE
Vermont,Sheldon,Jerome Segal,BAR,0,FALSE
Vermont,Sheldon,Gary Swing,BFP,0,FALSE
Vermont,Killington,Joe Biden,DEM,560,TRUE
Vermont,Killington,Donald Trump,REP,255,FALSE
Vermont,Killington,Jo Jorgensen,LIB,8,FALSE
Vermont,Killington,Howie Hawkins,GRN,4,FALSE
Vermont,Killington,Kanye West,IND,4,FALSE
Vermont,Killington, Write-ins,WRI,2,FALSE
Vermont,Killington,Don Blankenship,CST,1,FALSE
Vermont,Killington,Brian Carroll,ASP,1,FALSE
Vermont,Killington,Christopher LaFontaine,IND,1,FALSE
Vermont,Killington,Phil Collins,PRO,0,FALSE
Vermont,Killington,Rocky De La Fuente,ALI,0,FALSE
Vermont,Killington,Richard Duncan,IND,0,FALSE
Vermont,Killington,Blake Huber,APV,0,FALSE
Vermont,Killington,Alyson Kennedy,SWP,0,FALSE
Vermont,Killington,Kyle Kopitke,IAP,0,FALSE
Vermont,Killington,Gloria La Riva,PSL,0,FALSE
Vermont,Killington,Keith McCormic,BMP,0,FALSE
Vermont,Killington,Brooke Paige,GOP,0,FALSE
Vermont,Killington,Brock Pierce,IND,0,FALSE
Vermont,Killington,Zachary Scalf,IND,0,FALSE
Vermont,Killington,Jerome Segal,BAR,0,FALSE
Vermont,Killington,Gary Swing,BFP,0,FALSE
Vermont,Shoreham,Joe Biden,DEM,445,TRUE
Vermont,Shoreham,Donald Trump,REP,263,FALSE
Vermont,Shoreham,Jo Jorgensen,LIB,11,FALSE
Vermont,Shoreham,Howie Hawkins,GRN,6,FALSE
Vermont,Shoreham, Write-ins,WRI,4,FALSE
Vermont,Shoreham,Brooke Paige,GOP,3,FALSE
Vermont,Shoreham,Kanye West,IND,3,FALSE
Vermont,Shoreham,Don Blankenship,CST,2,FALSE
Vermont,Shoreham,Richard Duncan,IND,2,FALSE
Vermont,Shoreham,Christopher LaFontaine,IND,2,FALSE
Vermont,Shoreham,Keith McCormic,BMP,1,FALSE
Vermont,Shoreham,Brian Carroll,ASP,0,FALSE
Vermont,Shoreham,Phil Collins,PRO,0,FALSE
Vermont,Shoreham,Rocky De La Fuente,ALI,0,FALSE
Vermont,Shoreham,Blake Huber,APV,0,FALSE
Vermont,Shoreham,Alyson Kennedy,SWP,0,FALSE
Vermont,Shoreham,Kyle Kopitke,IAP,0,FALSE
Vermont,Shoreham,Gloria La Riva,PSL,0,FALSE
Vermont,Shoreham,Brock Pierce,IND,0,FALSE
Vermont,Shoreham,Zachary Scalf,IND,0,FALSE
Vermont,Shoreham,Jerome Segal,BAR,0,FALSE
Vermont,Shoreham,Gary Swing,BFP,0,FALSE
Vermont,Shrewsbury,Joe Biden,DEM,395,TRUE
Vermont,Shrewsbury,Donald Trump,REP,268,FALSE
Vermont,Shrewsbury,Jo Jorgensen,LIB,10,FALSE
Vermont,Shrewsbury,Kanye West,IND,5,FALSE
Vermont,Shrewsbury, Write-ins,WRI,4,FALSE
Vermont,Shrewsbury,Howie Hawkins,GRN,3,FALSE
Vermont,Shrewsbury,Christopher LaFontaine,IND,2,FALSE
Vermont,Shrewsbury,Brooke Paige,GOP,1,FALSE
Vermont,Shrewsbury,Brock Pierce,IND,1,FALSE
Vermont,Shrewsbury,Gary Swing,BFP,1,FALSE
Vermont,Shrewsbury,Don Blankenship,CST,0,FALSE
Vermont,Shrewsbury,Brian Carroll,ASP,0,FALSE
Vermont,Shrewsbury,Phil Collins,PRO,0,FALSE
Vermont,Shrewsbury,Rocky De La Fuente,ALI,0,FALSE
Vermont,Shrewsbury,Richard Duncan,IND,0,FALSE
Vermont,Shrewsbury,Blake Huber,APV,0,FALSE
Vermont,Shrewsbury,Alyson Kennedy,SWP,0,FALSE
Vermont,Shrewsbury,Kyle Kopitke,IAP,0,FALSE
Vermont,Shrewsbury,Gloria La Riva,PSL,0,FALSE
Vermont,Shrewsbury,Keith McCormic,BMP,0,FALSE
Vermont,Shrewsbury,Zachary Scalf,IND,0,FALSE
Vermont,Shrewsbury,Jerome Segal,BAR,0,FALSE
Vermont,South Burlington,Joe Biden,DEM,10057,TRUE
Vermont,South Burlington,Donald Trump,REP,2271,FALSE
Vermont,South Burlington,Jo Jorgensen,LIB,112,FALSE
Vermont,South Burlington, Write-ins,WRI,63,FALSE
Vermont,South Burlington,Kanye West,IND,45,FALSE
Vermont,South Burlington,Howie Hawkins,GRN,38,FALSE
Vermont,South Burlington,Brooke Paige,GOP,21,FALSE
Vermont,South Burlington,Christopher LaFontaine,IND,18,FALSE
Vermont,South Burlington,Alyson Kennedy,SWP,7,FALSE
Vermont,South Burlington,Kyle Kopitke,IAP,6,FALSE
Vermont,South Burlington,Gary Swing,BFP,6,FALSE
Vermont,South Burlington,Brian Carroll,ASP,5,FALSE
Vermont,South Burlington,Brock Pierce,IND,5,FALSE
Vermont,South Burlington,Keith McCormic,BMP,4,FALSE
Vermont,South Burlington,Don Blankenship,CST,3,FALSE
Vermont,South Burlington,Phil Collins,PRO,2,FALSE
Vermont,South Burlington,Richard Duncan,IND,2,FALSE
Vermont,South Burlington,Blake Huber,APV,2,FALSE
Vermont,South Burlington,Rocky De La Fuente,ALI,1,FALSE
Vermont,South Burlington,Gloria La Riva,PSL,1,FALSE
Vermont,South Burlington,Jerome Segal,BAR,1,FALSE
Vermont,South Burlington,Zachary Scalf,IND,0,FALSE
Vermont,South Hero,Joe Biden,DEM,903,TRUE
Vermont,South Hero,Donald Trump,REP,376,FALSE
Vermont,South Hero,Jo Jorgensen,LIB,13,FALSE
Vermont,South Hero, Write-ins,WRI,9,FALSE
Vermont,South Hero,Christopher LaFontaine,IND,4,FALSE
Vermont,South Hero,Howie Hawkins,GRN,2,FALSE
Vermont,South Hero,Brooke Paige,GOP,1,FALSE
Vermont,South Hero,Brock Pierce,IND,1,FALSE
Vermont,South Hero,Don Blankenship,CST,0,FALSE
Vermont,South Hero,Brian Carroll,ASP,0,FALSE
Vermont,South Hero,Phil Collins,PRO,0,FALSE
Vermont,South Hero,Rocky De La Fuente,ALI,0,FALSE
Vermont,South Hero,Richard Duncan,IND,0,FALSE
Vermont,South Hero,Blake Huber,APV,0,FALSE
Vermont,South Hero,Alyson Kennedy,SWP,0,FALSE
Vermont,South Hero,Kyle Kopitke,IAP,0,FALSE
Vermont,South Hero,Gloria La Riva,PSL,0,FALSE
Vermont,South Hero,Keith McCormic,BMP,0,FALSE
Vermont,South Hero,Zachary Scalf,IND,0,FALSE
Vermont,South Hero,Jerome Segal,BAR,0,FALSE
Vermont,South Hero,Gary Swing,BFP,0,FALSE
Vermont,South Hero,Kanye West,IND,0,FALSE
Vermont,Springfield,Joe Biden,DEM,2583,TRUE
Vermont,Springfield,Donald Trump,REP,1768,FALSE
Vermont,Springfield,Jo Jorgensen,LIB,45,FALSE
Vermont,Springfield,Kanye West,IND,20,FALSE
Vermont,Springfield, Write-ins,WRI,20,FALSE
Vermont,Springfield,Howie Hawkins,GRN,19,FALSE
Vermont,Springfield,Christopher LaFontaine,IND,14,FALSE
Vermont,Springfield,Don Blankenship,CST,7,FALSE
Vermont,Springfield,Alyson Kennedy,SWP,7,FALSE
Vermont,Springfield,Brooke Paige,GOP,7,FALSE
Vermont,Springfield,Brian Carroll,ASP,5,FALSE
Vermont,Springfield,Gary Swing,BFP,5,FALSE
Vermont,Springfield,Richard Duncan,IND,3,FALSE
Vermont,Springfield,Keith McCormic,BMP,3,FALSE
Vermont,Springfield,Phil Collins,PRO,2,FALSE
Vermont,Springfield,Blake Huber,APV,2,FALSE
Vermont,Springfield,Gloria La Riva,PSL,2,FALSE
Vermont,Springfield,Kyle Kopitke,IAP,1,FALSE
Vermont,Springfield,Brock Pierce,IND,1,FALSE
Vermont,Springfield,Zachary Scalf,IND,1,FALSE
Vermont,Springfield,Jerome Segal,BAR,1,FALSE
Vermont,Springfield,Rocky De La Fuente,ALI,0,FALSE
Vermont,Stamford,Donald Trump,REP,267,TRUE
Vermont,Stamford,Joe Biden,DEM,254,FALSE
Vermont,Stamford,Jo Jorgensen,LIB,6,FALSE
Vermont,Stamford, Write-ins,WRI,4,FALSE
Vermont,Stamford,Howie Hawkins,GRN,2,FALSE
Vermont,Stamford,Christopher LaFontaine,IND,2,FALSE
Vermont,Stamford,Don Blankenship,CST,1,FALSE
Vermont,Stamford,Blake Huber,APV,1,FALSE
Vermont,Stamford,Brooke Paige,GOP,1,FALSE
Vermont,Stamford,Kanye West,IND,1,FALSE
Vermont,Stamford,Brian Carroll,ASP,0,FALSE
Vermont,Stamford,Phil Collins,PRO,0,FALSE
Vermont,Stamford,Rocky De La Fuente,ALI,0,FALSE
Vermont,Stamford,Richard Duncan,IND,0,FALSE
Vermont,Stamford,Alyson Kennedy,SWP,0,FALSE
Vermont,Stamford,Kyle Kopitke,IAP,0,FALSE
Vermont,Stamford,Gloria La Riva,PSL,0,FALSE
Vermont,Stamford,Keith McCormic,BMP,0,FALSE
Vermont,Stamford,Brock Pierce,IND,0,FALSE
Vermont,Stamford,Zachary Scalf,IND,0,FALSE
Vermont,Stamford,Jerome Segal,BAR,0,FALSE
Vermont,Stamford,Gary Swing,BFP,0,FALSE
Vermont,Stannard,Joe Biden,DEM,82,TRUE
Vermont,Stannard,Donald Trump,REP,28,FALSE
Vermont,Stannard,Phil Collins,PRO,1,FALSE
Vermont,Stannard,Jo Jorgensen,LIB,1,FALSE
Vermont,Stannard,Brooke Paige,GOP,1,FALSE
Vermont,Stannard, Write-ins,WRI,1,FALSE
Vermont,Stannard,Don Blankenship,CST,0,FALSE
Vermont,Stannard,Brian Carroll,ASP,0,FALSE
Vermont,Stannard,Rocky De La Fuente,ALI,0,FALSE
Vermont,Stannard,Richard Duncan,IND,0,FALSE
Vermont,Stannard,Howie Hawkins,GRN,0,FALSE
Vermont,Stannard,Blake Huber,APV,0,FALSE
Vermont,Stannard,Alyson Kennedy,SWP,0,FALSE
Vermont,Stannard,Kyle Kopitke,IAP,0,FALSE
Vermont,Stannard,Christopher LaFontaine,IND,0,FALSE
Vermont,Stannard,Gloria La Riva,PSL,0,FALSE
Vermont,Stannard,Keith McCormic,BMP,0,FALSE
Vermont,Stannard,Brock Pierce,IND,0,FALSE
Vermont,Stannard,Zachary Scalf,IND,0,FALSE
Vermont,Stannard,Jerome Segal,BAR,0,FALSE
Vermont,Stannard,Gary Swing,BFP,0,FALSE
Vermont,Stannard,Kanye West,IND,0,FALSE
Vermont,Berlin,Joe Biden,DEM,960,TRUE
Vermont,Berlin,Donald Trump,REP,520,FALSE
Vermont,Berlin,Jo Jorgensen,LIB,19,FALSE
Vermont,Berlin, Write-ins,WRI,10,FALSE
Vermont,Berlin,Brooke Paige,GOP,6,FALSE
Vermont,Berlin,Kanye West,IND,5,FALSE
Vermont,Berlin,Howie Hawkins,GRN,4,FALSE
Vermont,Berlin,Christopher LaFontaine,IND,4,FALSE
Vermont,Berlin,Phil Collins,PRO,1,FALSE
Vermont,Berlin,Rocky De La Fuente,ALI,1,FALSE
Vermont,Berlin,Richard Duncan,IND,1,FALSE
Vermont,Berlin,Alyson Kennedy,SWP,1,FALSE
Vermont,Berlin,Keith McCormic,BMP,1,FALSE
Vermont,Berlin,Jerome Segal,BAR,1,FALSE
Vermont,Berlin,Don Blankenship,CST,0,FALSE
Vermont,Berlin,Brian Carroll,ASP,0,FALSE
Vermont,Berlin,Blake Huber,APV,0,FALSE
Vermont,Berlin,Kyle Kopitke,IAP,0,FALSE
Vermont,Berlin,Gloria La Riva,PSL,0,FALSE
Vermont,Berlin,Brock Pierce,IND,0,FALSE
Vermont,Berlin,Zachary Scalf,IND,0,FALSE
Vermont,Berlin,Gary Swing,BFP,0,FALSE
Vermont,Starksboro,Joe Biden,DEM,636,TRUE
Vermont,Starksboro,Donald Trump,REP,333,FALSE
Vermont,Starksboro,Jo Jorgensen,LIB,18,FALSE
Vermont,Starksboro,Brooke Paige,GOP,8,FALSE
Vermont,Starksboro,Kanye West,IND,7,FALSE
Vermont,Starksboro, Write-ins,WRI,7,FALSE
Vermont,Starksboro,Christopher LaFontaine,IND,5,FALSE
Vermont,Starksboro,Don Blankenship,CST,3,FALSE
Vermont,Starksboro,Brian Carroll,ASP,2,FALSE
Vermont,Starksboro,Howie Hawkins,GRN,2,FALSE
Vermont,Starksboro,Kyle Kopitke,IAP,1,FALSE
Vermont,Starksboro,Keith McCormic,BMP,1,FALSE
Vermont,Starksboro,Phil Collins,PRO,0,FALSE
Vermont,Starksboro,Rocky De La Fuente,ALI,0,FALSE
Vermont,Starksboro,Richard Duncan,IND,0,FALSE
